"id","price","type","rooms","neighborhood","suites","bathrooms","garages","private_area","total_area"
751,180000,"Apartamento",2,"Centro",0,1,1,40,0
752,400000,"Apartamento",1,"Jardim Pancera",1,2,1,107.38,0
753,370000,"Apartamento",2,"Jardim Santa Maria",1,2,1,65,0
754,410000,"Apartamento",2,"Jardim Santa Maria",1,2,1,65,0
755,410000,"Apartamento",2,"Jardim Santa Maria",1,2,1,65,0
756,230000,"Casa",2,"São Francisco",1,2,1,64.98,150
757,220000,"Casa",2,"São Francisco",1,2,1,64.98,150
758,200000,"Apartamento",2,"Jardim Gisela",0,1,1,56.04,0
759,375000,"Casa",3,"Jardim Gisela",1,3,1,207.23,207.23
760,400000,"Casa",2,"Jardim Tocantins",0,1,1,180,360
761,450000,"Casa",4,"Jardim Panorama",0,2,2,200,297.3
762,385000,"Apartamento",2,"Jardim Gisela",0,1,1,57.18,0
763,245000,"Casa",2,"São Francisco",1,2,1,66.63,137
764,390000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
765,330926,"Apartamento",2,"Centro",1,2,1,55.48,0
766,400000,"Casa",2,"Vila Pioneiro",0,1,1,100,700.11
767,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
768,390000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
769,540000,"Apartamento",3,"Jardim Gisela",1,2,2,222,222
770,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
771,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
772,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
773,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
774,390000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
775,350000,"Casa",3,"Vila Pioneiro",0,2,1,200,301.95
776,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
777,350000,"Casa",2,"Vila Becker",0,1,1,0,275
778,723271,"Apartamento",3,"Vila Industrial",1,3,2,121.2,234.93
779,350000,"Casa",2,"Vila Industrial",0,1,1,120,223.44
780,738032,"Apartamento",3,"Vila Industrial",1,3,2,121.2,234.93
781,250,"Apartamento",2,"Jardim Pancera",1,2,1,72,0
782,794779,"Apartamento",3,"Vila Industrial",1,3,2,121.2,234.93
783,279000,"Casa",2,"Jardim Europa",0,1,1,99,258
784,735063,"Apartamento",3,"Vila Industrial",1,3,2,115.3,224.86
785,704569,"Apartamento",3,"Vila Industrial",1,3,2,115.3,224.86
786,677421,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
787,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
788,1100000,"Casa",3,"Jardim Tocantins",1,3,2,148,360
789,691246,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
790,380000,"Apartamento",2,"Jardim Gisela",1,2,1,74,0
791,717748,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
792,705353,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
793,736742,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
794,756185,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
795,210000,"Casa",2,"Jardim Europa",0,1,2,60.32,308.3
796,190000,"Casa",2,"Pinheirinho",0,1,1,50,125
797,630000,"Apartamento",3,"Centro",3,4,2,161.37,195.67
798,365000,"Apartamento",3,"Jardim Concórdia",1,2,2,84.12,0
799,795000,"Apartamento",3,"Jardim La Salle",1,2,2,110,0
800,245000,"Apartamento",2,"Jardim Concórdia",0,1,1,56.97,0
801,480000,"Casa",3,"Jardim Gisela",1,2,2,99.9,180.31
802,350000,"Apartamento",2,"Jardim Coopagro",1,2,1,115.26,0
803,330000,"Casa",3,"Vila Pioneiro",0,2,1,118,368.87
804,258000,"Apartamento",2,"Centro",0,1,1,50.36,0
805,950000,"Apartamento",3,"Centro",3,4,2,163,0
806,990000,"Casa",2,"Vila Industrial",1,3,3,190,361
807,708805,"Apartamento",3,"Vila Industrial",1,3,2,121.2,234.93
808,1475000,"Apartamento",3,"Centro",1,2,1,190,0
809,773815,"Apartamento",3,"Vila Industrial",1,2,2,117.79,229.11
810,650000,"Apartamento",2,"Jardim La Salle",1,2,1,100.94,0
811,400000,"Casa",2,"Jardim Panorama",1,2,2,122,253.68
812,360000,"Casa",3,"Jardim Tocantins",0,1,1,83.02,162
813,290000,"Casa",3,"Jardim Concórdia",0,1,1,69.62,289
814,536500,"Apartamento",2,"Centro",1,2,2,76.3,0
815,1200000,"Casa",3,"Jardim Gisela",2,3,2,225.94,400
816,210000,"Casa",2,"Jardim Europa",0,1,1,57,93.75
817,536500,"Apartamento",2,"Centro",1,2,2,76.3,0
818,235000,"Casa",3,"Pinheirinho",0,1,1,65,125
819,750000,"Apartamento",3,"Centro",1,3,2,164,0
820,150000,"Casa",2,"Distrito de Novo Sarandi",0,1,1,44.4,275
821,300000,"Casa",3,"São Francisco",0,1,2,120,275
822,450000,"Casa",4,"Jardim Porto Alegre",1,3,1,200,375
823,360000,"Casa",3,"Jardim Europa",1,2,1,65.23,300
824,360000,"Casa",3,"Jardim Europa",0,1,3,84.1,390
825,531500,"Apartamento",2,"Centro",1,2,2,76.3,0
826,605000,"Apartamento",3,"Jardim La Salle",1,2,2,120,0
827,980000,"Casa",4,"Jardim Pancera",0,2,0,226.84,1668.01
828,595000,"Apartamento",3,"Jardim La Salle",1,2,2,120,0
829,300000,"Apartamento",2,"Vila Industrial",0,1,2,54,0
830,200000,"Apartamento",2,"Jardim Concórdia",0,1,1,53.83,0
831,680737,"Apartamento",3,"Vila Industrial",1,3,2,121.2,234.93
832,365000,"Apartamento",3,"Jardim Concórdia",1,2,2,84.12,0
833,780000,"Casa",4,"Vila Industrial",1,3,4,200,450
834,235000,"Casa",3,"São Francisco",0,1,1,140,312.09
835,518490,"Apartamento",2,"Centro",1,2,2,78.88,0
836,410000,"Apartamento",2,"Jardim Tocantins",1,2,1,114.83,0
837,521500,"Apartamento",2,"Centro",1,2,2,76.3,0
838,523500,"Apartamento",2,"Centro",1,2,2,78.88,0
839,1444280,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,330.76
840,528500,"Apartamento",2,"Centro",1,2,2,78.88,0
841,528500,"Apartamento",2,"Centro",1,2,2,78.88,0
842,1449825,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,332.03
843,1458678,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,331.08
844,1458943,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,331.14
845,1463172,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,332.1
846,1375157,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,314.93
847,1490799,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,334.79
848,1474055,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,334.57
849,1498327,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,329.62
850,1480838,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,329.07
851,600000,"Casa",3,"Vila Pioneiro",2,3,2,250,450
852,320000,"Apartamento",3,"Centro",1,2,1,97.57,0
853,1518072,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,330.99
854,1475481,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,331.35
855,1498883,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,333.08
856,550000,"Casa",3,"Jardim Pancera",1,2,2,102.88,180
857,1516918,"Apartamento",3,"Jardim La Salle",3,4,3,171.5,333.71
858,1435634,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,328.78
859,533500,"Apartamento",2,"Centro",1,2,2,78.88,0
860,635000,"Casa",3,"Jardim Gisela",1,2,2,130,360
861,770700,"Apartamento",3,"Jardim La Salle",1,2,2,119.29,169.93
862,1299935,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,307.32
863,1308480,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,309.34
864,1320154,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,312.1
865,1362567,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,315.45
866,1331942,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,308.36
867,1332504,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,308.49
868,1331942,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,308.36
869,1329998,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,307.91
870,1307803,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,309.18
871,1332935,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,308.59
872,1301162,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,307.61
873,495000,"Apartamento",3,"Vila Industrial",1,2,2,179,0
874,276000,"Casa",2,"Jardim Bandeirantes",0,2,1,80,264.6
875,1411094,"Apartamento",3,"Jardim La Salle",3,4,2,171.5,323.16
876,220000,"Casa",2,"Jardim Concórdia",0,1,1,54.8,89.11
877,750000,"Apartamento",3,"Jardim La Salle",1,2,2,126,0
878,450000,"Casa",3,"Vila Pioneiro",1,2,1,95.23,350.21
879,200000,"Apartamento",2,"Jardim Coopagro",0,1,1,51.54,0
880,235000,"Casa",2,"Jardim Coopagro",0,1,1,41.82,182
881,677999,"Apartamento",3,"Jardim La Salle",1,2,2,117.49,173.11
882,734932,"Apartamento",3,"Jardim La Salle",1,2,2,121.91,0
883,691350,"Apartamento",3,"Jardim La Salle",1,2,2,119.29,172.86
884,739074,"Apartamento",3,"Jardim La Salle",1,2,2,118.23,168.53
885,360000,"Casa",2,"São Francisco",0,1,4,100,250
886,758589,"Apartamento",3,"Jardim La Salle",1,2,2,121.91,172.98
887,714110,"Apartamento",3,"Jardim La Salle",1,2,2,118.23,171.48
888,600000,"Casa",3,"Jardim Concórdia",1,3,1,270,640
889,784533,"Apartamento",3,"Jardim La Salle",1,2,2,121.91,172.98
890,580000,"Casa",3,"Jardim Panorama",1,2,1,120,466.27
891,753700,"Apartamento",3,"Vila Industrial",1,2,1,111,0
892,328600,"Apartamento",2,"Jardim Pancera",1,2,1,71.21,0
893,750000,"Casa",1,"Vila Industrial",2,3,2,180,446.89
894,876950,"Apartamento",3,"Vila Industrial",1,2,1,123.35,0
895,260000,"Casa",2,"Jardim Coopagro",0,1,1,59.55,125
896,315000,"Apartamento",2,"Jardim Concórdia",1,2,2,84.12,0
897,600000,"Casa",3,"Jardim Coopagro",0,1,1,110.5,490
898,195000,"Apartamento",2,"Vila Industrial",0,1,1,52.8,0
899,300000,"Casa",3,"Jardim Bressan",0,2,2,140,360
900,560000,"Apartamento",3,"Jardim Gisela",1,2,2,137.31,0
901,580000,"Apartamento",3,"Jardim Gisela",1,2,2,137.31,0
902,420000,"Apartamento",2,"Vila Industrial",1,2,1,89.65,0
903,250000,"Apartamento",2,"Jardim Santa Maria",0,1,1,70.11,0
904,1600000,"Apartamento",3,"Centro",1,3,2,295.05,0
905,745214,"Apartamento",3,"Jardim La Salle",1,2,2,119.29,169.93
906,285000,"Casa",3,"São Francisco",1,2,1,107,250
907,640000,"Apartamento",3,"Jardim La Salle",1,2,2,130,0
908,4016586,"Apartamento",4,"Vila Industrial",4,6,5,411.48,0
909,1100000,"Casa",6,"Vila Industrial",2,3,3,180,750
910,320000,"Apartamento",2,"Jardim Santa Maria",0,1,1,70,0
911,1600000,"Casa",3,"Jardim La Salle",1,4,4,174.61,600
912,150000,"Apartamento",2,"São Francisco",0,1,1,70.22,0
913,629000,"Apartamento",3,"Jardim La Salle",1,2,2,100,0
914,340000,"Apartamento",2,"Jardim Santa Maria",1,2,1,65.6,0
915,900000,"Casa",3,"Jardim Santa Maria",0,1,2,120,399.55
916,2850000,"Casa",4,"Jardim La Salle",1,4,4,341.02,1561
917,1750000,"Apartamento",3,"Centro",1,3,2,193,0
918,700000,"Casa",4,"Vila Industrial",0,2,2,189,450
919,390000,"Apartamento",2,"Jardim Santa Maria",1,2,1,73.78,0
920,450000,"Casa",3,"Jardim Tocantins",1,2,2,120,360
921,850000,"Apartamento",3,"Jardim La Salle",1,2,2,110,0
922,1100000,"Casa",3,"Centro",1,2,4,240,800
923,470000,"Apartamento",2,"Vila Industrial",1,2,2,120,0
924,550000,"Apartamento",3,"Centro",1,2,1,130.78,0
925,240000,"Casa",3,"Pinheirinho",0,1,1,90,240
926,200000,"Casa",3,"Jardim Panorama",1,2,2,60,100
927,270000,"Casa",2,"Jardim Coopagro",0,2,2,85,250
928,700000,"Apartamento",3,"Vila Industrial",3,4,2,113.42,0
929,180000,"Apartamento",2,"Jardim Gisela",0,1,1,51.91,0
930,850000,"Casa",3,"Centro",0,2,2,172.2,440
931,450000,"Apartamento",3,"Vila Industrial",1,2,2,90.47,0
932,750000,"Casa",3,"Distrito São Miguel",0,1,2,278,1800
933,450000,"Apartamento",2,"Jardim La Salle",1,2,1,97,0
934,220000,"Apartamento",2,"Jardim Santa Clara IV",0,1,1,56.45,0
935,500000,"Apartamento",3,"Vila Industrial",1,2,1,119.86,0
936,355000,"Casa",2,"São Francisco",0,1,2,90,165
937,200000,"Apartamento",2,"Jardim Santa Maria",0,1,1,55.09,0
938,405000,"Casa",3,"Vila Pioneiro",1,2,2,151,496
939,450000,"Apartamento",3,"Vila Industrial",1,2,1,119.86,0
940,590000,"Apartamento",1,"Jardim La Salle",1,2,1,110,0
941,250000,"Casa",2,"Centro",0,1,1,0,71.16
942,250000,"Apartamento",2,"Jardim Tocantins",0,1,1,58,0
943,168000,"Apartamento",2,"Jardim Panorama",0,1,1,58,0
944,205000,"Apartamento",2,"Jardim Toretta",0,1,1,56.43,0
945,390000,"Apartamento",1,"Vila Industrial",1,1,1,70,0
946,310000,"Casa",4,"Jardim Bressan",0,2,2,120,465.51
947,320000,"Apartamento",3,"Jardim La Salle",1,2,1,87.28,0
948,350000,"Casa",3,"Vila Pioneiro",1,3,2,120,300
949,138000,"Apartamento",2,"São Francisco",0,1,1,53.23,0
950,370000,"Apartamento",2,"Jardim Tocantins",1,2,1,81.24,0
951,229000,"Apartamento",2,"Jardim Tocantins",0,1,1,88,0
952,179000,"Apartamento",2,"São Francisco",0,1,1,54.05,0
953,180000,"Apartamento",2,"Jardim Concórdia",0,1,1,53.83,0
954,580000,"Apartamento",3,"Centro",1,2,1,162.18,0
955,1000000,"Apartamento",4,"Jardim La Salle",2,4,3,225.69,0
956,320000,"Apartamento",2,"Centro",0,1,1,57.41,0
957,385000,"Apartamento",3,"Centro",1,2,1,99.84,0
958,290000,"Casa",3,"Jardim Bressan",0,1,3,160,449.1
959,420000,"Apartamento",2,"Jardim La Salle",1,2,1,87,0
960,200000,"Apartamento",2,"Jardim Coopagro",0,1,1,51.54,0
961,490000,"Apartamento",2,"Centro",1,2,1,70.56,0
962,1600000,"Casa",3,"Jardim Santa Maria",1,4,2,226.87,464.4
963,280000,"Apartamento",2,"Jardim La Salle",0,1,1,62,0
964,510000,"Apartamento",2,"Centro",1,2,2,72.56,0
965,850000,"Apartamento",2,"Centro",1,1,2,114,0
966,1200000,"Apartamento",4,"Jardim La Salle",2,4,3,225.69,0
967,350000,"Apartamento",2,"Jardim La Salle",0,1,1,65.28,82.1
968,565000,"Casa",3,"Vila Industrial",1,1,1,0,0
969,225000,"Casa",2,"Jardim Europa",0,1,1,52.52,109.2
970,1200000,"Casa",3,"Vila Industrial",0,1,0,0,784
971,441225,"Apartamento",2,"Jardim Pancera",1,1,2,85.75,0
972,481999,"Apartamento",2,"Jardim Pancera",1,1,2,96.77,0
973,458578,"Apartamento",2,"Jardim Pancera",1,1,2,85.75,0
974,680000,"Casa",3,"Jardim Pancera",0,1,3,145.25,404.36
975,441225,"Apartamento",2,"Jardim Pancera",1,1,2,85.75,0
976,520000,"Apartamento",2,"Jardim La Salle",0,1,1,84,0
977,225000,"Apartamento",2,"Jardim Filadélpia",0,1,1,60,0
978,1200000,"Casa",4,"Jardim Gisela",1,3,3,190,360
979,890000,"Casa",3,"Vila Industrial",0,1,0,0,555
980,1050000,"Apartamento",4,"Vila Industrial",1,2,3,206.28,0
981,595000,"Apartamento",2,"Centro",1,2,2,130,0
982,461950,"Apartamento",2,"Centro",1,2,1,78.88,0
983,215000,"Apartamento",2,"Jardim Coopagro",0,1,1,55.19,0
984,380000,"Apartamento",2,"Jardim Pancera",0,1,1,65.83,0
985,380000,"Apartamento",2,"Jardim La Salle",0,1,1,83.75,0
986,500000,"Apartamento",3,"Jardim Gisela",1,2,2,92.28,0
987,165000,"Apartamento",2,"Jardim Coopagro",0,1,1,50,0
988,220000,"Casa",3,"Vila Pioneiro",0,1,1,117,368.87
989,360000,"Apartamento",2,"Jardim Pancera",1,2,2,65.83,0
990,850000,"Casa",3,"Jardim Porto Alegre",1,2,2,164.67,422.52
991,296000,"Apartamento",2,"Jardim Tocantins",0,1,1,60,0
992,208000,"Casa",1,"Jardim Pancera",1,1,1,57,0
993,250000,"Apartamento",2,"Jardim Tocantins",0,1,1,52.66,0
994,1000000,"Casa",6,"Jardim La Salle",0,3,2,175.52,600
995,480000,"Casa",3,"Jardim Pancera",1,2,2,100,180
996,160000,"Apartamento",2,"Vila Pioneiro",0,1,1,70.26,0
997,200000,"Apartamento",2,"Vila Pioneiro",0,1,1,54.27,0
998,339250,"Apartamento",2,"Jardim Pancera",1,2,1,66.96,0
999,145000,"Apartamento",2,"São Francisco",0,1,1,52.94,0
1000,998000,"Apartamento",3,"Centro",1,4,2,158.04,0
1001,350000,"Apartamento",4,"Centro",1,3,1,134.85,0
1002,200000,"Apartamento",2,"Vila Becker",0,1,1,81.2,0
1003,470000,"Apartamento",3,"Jardim Gisela",1,2,2,164,0
1004,220000,"Apartamento",2,"Vila Industrial",0,1,1,55.29,0
1005,496000,"Apartamento",3,"Centro",1,2,2,129.05,0
1006,513000,"Apartamento",3,"Centro",1,2,2,129.05,0
1007,350000,"Casa",2,"Jardim Santa Clara IV",0,1,2,130,258
1008,390000,"Apartamento",2,"Jardim Tocantins",1,2,1,86.16,125.55
1009,1450000,"Apartamento",4,"Centro",2,5,2,193.2,0
1010,1300000,"Apartamento",3,"Centro",1,3,2,147,0
1011,580000,"Apartamento",3,"Centro",1,2,1,136.6,0
1012,670000,"Apartamento",3,"Jardim La Salle",1,2,2,198.39,0
1013,295000,"Apartamento",2,"Jardim Santa Maria",1,2,1,50,0
1014,550000,"Casa",3,"Centro",0,3,2,209,490
1015,650000,"Casa",2,"Jardim Porto Alegre",0,1,1,60.06,650
1016,390000,"Casa",3,"Jardim Coopagro",0,1,2,148.44,295
1017,360000,"Apartamento",2,"Jardim Santa Maria",0,1,1,67,0
1018,900000,"Casa",3,"Jardim Pancera",1,2,2,248,497
1019,700000,"Casa",4,"Vila Paulista",1,2,1,193,600
1020,590000,"Apartamento",3,"Centro",1,2,2,170,0
1021,900000,"Casa",4,"Jardim Porto Alegre",1,3,2,233.35,422.52
1022,420000,"Casa",3,"Jardim Panorama",1,3,2,121.66,158
1023,1200000,"Casa",5,"Vila Industrial",1,2,5,275,525
1024,150000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1025,350000,"Apartamento",2,"Jardim Santa Maria",1,2,1,65,0
1026,1790000,"Apartamento",4,"Centro",4,5,2,196.85,0
1027,630000,"Casa",3,"Jardim Pancera",1,3,2,222,362.5
1028,150000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1029,250000,"Casa",3,"Jardim Panorama",0,1,1,120,373.12
1030,295000,"Apartamento",2,"Jardim Santa Maria",0,1,1,76.59,0
1031,395000,"Casa",3,"Jardim Concórdia",1,2,1,88,180
1032,690000,"Casa",3,"Jardim Panorama",1,3,3,113.89,343.07
1033,230000,"Apartamento",2,"Vila Becker",0,1,1,79.94,0
1034,850000,"Casa",2,"Jardim Gisela",0,2,3,178,773.84
1035,1200000,"Casa",4,"Jardim La Salle",1,4,2,250,800
1036,230000,"Casa",3,"São Francisco",0,1,1,135,202.67
1037,1280000,"Casa",3,"Jardim La Salle",0,2,2,220,805
1038,450000,"Apartamento",3,"Vila Becker",1,2,2,90,0
1039,1656900,"Apartamento",4,"Centro",2,4,1,150,0
1040,450000,"Casa",2,"Vila Pioneiro",1,2,2,217,300
1041,228000,"Apartamento",2,"Jardim Filadélpia",0,1,1,74.85,0
1042,350000,"Casa",3,"Jardim Coopagro",1,2,2,103,250
1043,450000,"Casa",3,"Vila Industrial",1,1,2,180,495.8
1044,580000,"Casa",3,"Jardim Pancera",1,3,2,200,444
1045,650000,"Casa",3,"Jardim Concórdia",1,3,2,171.05,180
1046,190000,"Casa",3,"São Francisco",0,1,1,63.48,106.38
1047,783886,"Apartamento",3,"Centro",1,2,2,85,0
1048,799563,"Apartamento",3,"Centro",1,2,2,85,0
1049,350000,"Casa",2,"Jardim Coopagro",0,3,2,140,0
1050,380000,"Casa",3,"Jardim Parizzotto",0,2,3,140,398
1051,640000,"Casa",5,"Jardim Coopagro",1,4,3,270.56,472.5
1052,1732500,"Apartamento",4,"Centro",2,4,2,150,0
1053,790000,"Casa",3,"Vila Pioneiro",1,3,2,189.65,406
1054,438500,"Apartamento",3,"Vila Industrial",1,2,2,100,0
1055,680000,"Apartamento",3,"Centro",1,2,2,225.15,0
1056,1300000,"Apartamento",3,"Centro",1,2,2,296,0
1057,2200000,"Casa",5,"Jardim La Salle",1,3,4,406,666
1058,350000,"Apartamento",3,"Centro",0,1,1,125.45,0
1059,360000,"Casa",3,"Jardim Concórdia",0,2,2,122.21,490
1060,350000,"Apartamento",3,"Centro",0,1,1,125.45,0
1061,280000,"Apartamento",2,"São Francisco",1,2,1,73.01,0
1062,1600000,"Apartamento",1,"Centro",0,1,1,30.08,0
1063,450000,"Apartamento",3,"Jardim La Salle",1,2,1,93.33,0
1064,160000,"Apartamento",2,"Jardim Panorama",0,1,1,53.45,0
1065,350000,"Casa",3,"Jardim Pancera",0,1,1,90.96,379.47
1066,1150000,"Casa",3,"Jardim La Salle",1,2,2,212,399
1067,320000,"Apartamento",2,"Jardim Santa Maria",1,2,1,68.9,0
1068,370000,"Apartamento",3,"Jardim Gisela",1,2,1,125,0
1069,280000,"Casa",2,"Jardim Coopagro",0,1,1,120,267.5
1070,768515,"Apartamento",3,"Centro",1,2,2,85,0
1071,590400,"Apartamento",3,"Vila Industrial",1,2,2,85,0
1072,576000,"Apartamento",3,"Vila Industrial",1,2,2,85,0
1073,500000,"Apartamento",3,"Jardim Concórdia",1,2,2,160,0
1074,1200000,"Casa",4,"Centro",0,2,3,160,1000
1075,753446,"Apartamento",3,"Centro",1,2,2,85,0
1076,895000,"Casa",3,"Jardim La Salle",1,2,3,185.95,399
1077,270000,"Casa",4,"Jardim Coopagro",1,2,2,144,250
1078,145000,"Apartamento",2,"Jardim La Salle",0,1,1,55,0
1079,650000,"Apartamento",3,"Jardim Concórdia",1,2,2,160,0
1080,850000,"Apartamento",3,"Centro",1,3,2,126.46,0
1081,220000,"Casa",3,"Jardim Coopagro",0,1,1,90,112
1082,490000,"Casa",3,"Jardim Pancera",1,2,2,133.4,266.15
1083,1300000,"Casa",4,"Vila Industrial",1,2,4,210,520
1084,340000,"Casa",3,"Jardim Parizzotto",1,3,2,204.4,312
1085,300000,"Casa",2,"Vila Industrial",0,1,1,71.12,181.8
1086,320000,"Apartamento",3,"Jardim La Salle",1,2,1,87.28,0
1087,700000,"Casa",4,"Centro",1,3,1,181.77,390.15
1088,400000,"Casa",2,"Centro",0,1,1,70,400
1089,390000,"Casa",3,"Jardim Concórdia",1,1,2,97,180
1090,690000,"Casa",3,"Jardim Bandeirantes",1,2,3,247,472.5
1091,950000,"Casa",3,"Jardim Tocantins",1,3,2,173.57,360
1092,425000,"Apartamento",2,"Jardim Tocantins",1,2,1,117.35,0
1093,695000,"Casa",3,"Vila Industrial",1,2,2,187.39,501
1094,550000,"Apartamento",3,"Jardim La Salle",2,2,1,146,0
1095,195000,"Apartamento",2,"Jardim Coopagro",0,1,1,55.19,0
1096,450000,"Apartamento",3,"Jardim Pancera",1,2,2,90.44,0
1097,145000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1098,155000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1099,175000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1100,600000,"Apartamento",3,"Centro",1,2,2,170,0
1101,145000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1102,180000,"Casa",2,"São Francisco",0,1,1,69.67,84
1103,750000,"Apartamento",3,"Centro",1,2,1,206.48,0
1104,230000,"Casa",2,"Boa Esperança",0,1,1,76,131
1105,750000,"Apartamento",3,"Vila Industrial",1,2,2,140,0
1106,470000,"Casa",3,"Vila Pioneiro",1,2,1,171.71,345
1107,500000,"Apartamento",3,"Jardim La Salle",1,2,1,135.21,0
1108,550000,"Apartamento",3,"Centro",1,2,1,156.67,0
1109,178000,"Casa",2,"Jardim Coopagro",0,1,1,60,80
1110,580000,"Casa",2,"Jardim Coopagro",0,1,2,72.05,315.15
1111,980000,"Apartamento",3,"Jardim La Salle",1,2,2,130,230
1112,1600000,"Casa",3,"Jardim La Salle",1,3,4,281.66,400
1113,198000,"Apartamento",2,"Jardim Coopagro",0,1,1,55.19,0
1114,200000,"Apartamento",2,"Jardim Coopagro",0,1,1,56.12,0
1115,700000,"Casa",2,"Centro",0,2,2,117.44,400
1116,750000,"Apartamento",3,"Centro",1,2,1,180,0
1117,450000,"Apartamento",2,"Vila Industrial",1,2,1,141.08,0
1118,175000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
